order_item_id,order_id,product_id,quantity,price
112,33,84,4,138.36
113,33,422,3,328.37
114,33,10,1,369.21
115,33,182,3,127.35
116,33,127,3,468.71
117,34,269,5,459.35
118,34,219,1,330.85
119,34,317,1,293.59
120,34,215,1,389.08
121,35,87,3,377.34
122,35,449,2,63.51
123,35,112,3,146.83
124,35,97,1,393.74
125,35,46,3,128.82
126,36,476,3,354.11
127,37,168,2,15.95
128,37,264,4,81.58
129,37,354,4,162.21
130,37,137,5,236.26
131,38,500,2,337.21
132,38,433,4,380.43
133,38,48,4,379.95
134,38,334,5,343.73
135,39,412,2,480.41
136,39,124,2,129.57
137,40,224,5,331.15
138,40,481,3,60.55
139,40,431,2,51.1
140,41,48,5,379.95
141,42,132,4,158.14
142,42,408,4,93.54
143,42,165,4,310.78
144,43,213,2,227.45
145,44,431,3,51.1
146,44,426,1,211.39
147,44,468,4,161.17
148,44,367,3,96.07
149,44,395,1,228.19
150,45,110,1,246.31
151,46,158,4,114.19
152,46,33,2,200.6
153,46,326,2,119.43
154,46,334,4,343.73
155,46,481,3,60.55
156,47,109,4,180.78
157,47,131,3,329.14
158,48,145,1,117.43
159,48,220,2,98.99
160,48,383,1,261.76
161,49,390,5,452.32
162,49,389,3,459.92
163,50,233,3,236.69
164,50,346,3,107.34
165,50,89,1,69.91
166,50,224,1,331.15
167,51,484,2,452.95
168,51,421,5,29.21
169,51,386,5,149.13
170,51,263,1,258.08
171,51,317,3,293.59
172,52,424,2,419.82
173,52,171,3,79.59
174,53,423,4,427.65
175,53,93,2,77.19
176,53,176,5,32.74
177,54,413,4,383.87
178,54,383,5,261.76
179,54,332,1,155.94
180,54,2,2,130.55
181,55,146,3,157.39
182,55,497,1,380.45
183,55,365,2,71.37
184,55,233,3,236.69
185,55,408,1,93.54
186,56,345,5,168.0
187,56,140,3,271.95
188,56,317,1,293.59
189,56,46,3,128.82
190,57,453,1,403.99
191,57,496,3,374.05
192,57,71,3,449.57
193,57,343,3,211.58
194,57,134,4,69.98
195,58,40,4,465.21
196,58,68,5,308.84
197,58,31,1,487.94
198,59,56,3,127.89
199,59,50,5,431.7
200,59,320,4,310.89
201,59,485,2,173.36
202,60,80,1,346.16
203,60,169,2,138.25
204,60,123,1,66.89
205,60,405,3,193.4
206,61,140,5,271.95
207,61,194,3,9.42
208,61,159,3,314.53
209,61,117,2,160.17
210,61,495,5,56.04
211,62,353,3,474.56
212,63,345,5,168.0
213,63,9,2,175.46
214,63,32,2,390.94
215,64,295,3,309.92
216,65,490,4,363.66
217,66,255,3,190.66
218,66,125,2,376.12
219,66,8,5,130.62
220,66,451,1,400.78
221,66,437,1,108.87
222,67,389,2,459.92
223,67,140,2,271.95
224,68,82,3,166.09
225,68,451,3,400.78
226,68,199,3,34.73
227,68,73,3,492.28
228,68,13,4,54.64
229,69,455,3,130.94
230,69,259,5,13.07
231,70,191,4,121.8
232,70,197,5,128.12
233,70,408,2,93.54
234,70,177,2,40.34
235,71,125,2,376.12
236,71,309,1,463.73
237,71,298,1,462.45
238,71,396,5,297.21
239,71,149,3,175.22
240,72,498,5,163.84
241,73,261,4,428.58
242,73,181,5,128.24
243,73,391,2,228.59
244,73,228,5,330.67
245,73,281,1,31.79
246,74,175,5,422.56
247,74,247,2,87.57
248,74,93,5,77.19
249,74,372,4,380.1
250,74,445,5,283.5
251,75,7,1,188.26
252,75,350,5,217.88
253,76,288,5,78.27
254,76,222,5,145.15
255,76,417,3,240.48
256,76,186,4,83.51
257,76,324,1,432.82
258,77,386,4,149.13
259,77,150,2,9.12
260,77,175,3,422.56
261,77,445,4,283.5
262,78,2,2,130.55
263,78,459,4,286.62
264,78,108,1,271.53
265,78,468,5,161.17
266,79,229,3,352.15
267,79,183,1,233.11
268,79,267,5,120.33
269,79,232,5,329.6
270,79,422,1,328.37
271,80,18,3,238.48
272,80,249,2,83.3
273,81,130,4,134.91
274,82,467,2,153.18
275,82,25,5,321.94
276,82,454,1,322.11
277,82,237,4,266.87
278,82,148,3,264.04
279,83,129,2,264.37
280,83,246,1,352.76
281,83,254,2,124.16
282,83,98,3,283.26
283,83,315,3,313.41
284,84,7,2,188.26
285,84,350,1,217.88
286,84,245,5,290.4
287,85,42,5,57.7
288,85,466,1,464.26
289,85,278,1,435.54
290,85,335,1,154.65
291,86,30,2,183.07
292,86,388,4,87.41
293,87,466,1,464.26
294,87,93,4,77.19
295,87,313,5,109.88
296,87,349,3,354.04
297,88,458,1,169.98
298,88,222,4,145.15
299,89,340,1,330.18
300,89,216,1,368.16
301,89,141,4,230.99
302,89,248,5,203.77
303,90,178,4,100.14
304,90,94,3,239.13
305,91,188,1,65.46
306,91,70,5,188.74
307,91,359,2,390.66
308,91,363,1,119.3
309,92,6,1,392.98
310,92,334,1,343.73
311,93,41,2,134.25
312,93,326,2,119.43
313,93,444,1,180.16
314,93,269,3,459.35
315,94,292,1,69.54
316,94,479,1,228.69
317,95,152,4,9.52
318,95,36,4,145.82
319,95,414,3,251.33
320,95,379,2,288.11
321,96,282,4,163.06
322,97,412,3,480.41
323,98,285,2,498.7
324,98,439,1,489.78
325,99,252,3,209.11
326,99,72,4,435.04
327,99,109,3,180.78
328,99,67,3,339.53
329,100,60,4,447.69
330,100,20,1,188.56
331,100,195,4,392.82
332,100,25,4,321.94
333,101,252,4,209.11
334,101,465,5,233.92
335,102,454,1,322.11
336,102,317,5,293.59
337,102,85,1,174.83
338,102,38,1,481.83
339,102,131,1,329.14
340,103,83,5,97.64
341,103,413,3,383.87
342,103,312,4,169.28
343,103,14,5,394.11
344,104,369,1,117.01
345,104,24,4,473.13
346,104,372,1,380.1
347,104,54,3,209.15
348,104,336,4,406.89
349,105,239,4,480.49
350,105,327,3,488.42
351,105,446,5,317.77
352,106,233,4,236.69
353,106,388,5,87.41
354,106,187,1,373.64
355,107,413,2,383.87
356,107,375,4,444.36
357,108,446,5,317.77
358,108,373,3,463.92
359,108,164,4,148.35
360,108,325,5,434.37
361,109,427,1,337.68
362,110,390,2,452.32
363,110,317,4,293.59
364,110,367,5,96.07
365,110,299,3,337.52
366,110,430,5,375.92
367,111,162,1,405.36
368,111,84,5,138.36
369,111,112,1,146.83
370,111,395,3,228.19
371,112,430,3,375.92
372,112,110,2,246.31
373,112,100,1,34.72
374,113,314,2,376.43
375,113,419,1,126.13
376,113,279,4,328.13
377,114,2,1,130.55
378,115,202,4,490.93
379,115,488,3,411.96
380,116,135,2,19.14
381,116,229,5,352.15
382,116,178,4,100.14
383,117,405,4,193.4
384,117,365,2,71.37
385,117,46,5,128.82
386,118,175,1,422.56
387,118,42,4,57.7
388,119,420,2,311.78
389,119,325,1,434.37
390,120,432,3,187.44
391,120,415,5,404.69
392,121,46,2,128.82
393,121,244,4,374.32
394,122,351,1,329.83
395,122,128,5,31.64
396,123,401,3,227.45
397,124,478,1,251.04
398,124,499,5,141.94
399,124,432,5,187.44
400,124,417,4,240.48
401,124,327,1,488.42
402,125,86,3,214.85
403,126,11,2,63.95
404,126,155,1,441.67
405,126,156,4,128.7
406,126,360,3,96.45
407,126,451,4,400.78
408,127,65,4,418.99
409,127,48,1,379.95
410,127,52,4,395.38
411,127,69,5,479.21
412,128,1,5,81.62
413,129,461,4,461.53
414,129,49,4,342.39
415,129,494,4,169.98
416,129,436,2,167.96
417,129,338,3,472.35
418,130,44,2,402.46
419,130,171,4,79.59
420,131,104,1,466.26
421,131,424,1,419.82
422,131,335,1,154.65
423,131,232,4,329.6
424,132,480,4,111.99
425,133,211,4,434.49
426,133,270,3,363.17
427,133,331,1,15.64
428,133,222,3,145.15
429,133,141,4,230.99
430,134,180,5,65.37
431,134,448,3,148.79
432,135,282,4,163.06
433,135,292,3,69.54
434,135,172,2,174.25
435,135,99,3,202.21
436,136,163,4,427.47
437,136,236,4,33.86
438,137,299,4,337.52
439,137,428,4,347.3
440,137,292,2,69.54
441,137,328,5,244.91
442,137,356,3,440.67
443,138,199,4,34.73
444,139,115,2,205.36
445,140,337,1,439.95
446,140,246,1,352.76
447,141,347,5,272.97
448,141,371,3,115.16
449,141,9,1,175.46
450,142,408,3,93.54
451,142,331,1,15.64
452,142,416,5,122.75
453,142,40,5,465.21
454,143,373,2,463.92
455,143,342,2,436.99
456,143,324,2,432.82
457,143,378,1,200.1
458,144,250,2,467.09
459,144,467,3,153.18
460,144,252,5,209.11
461,145,39,5,305.15
462,145,360,3,96.45
463,145,47,2,283.77
464,145,186,2,83.51
465,146,397,5,441.86
466,146,150,1,9.12
467,146,47,4,283.77
468,146,202,2,490.93
469,146,65,5,418.99
470,147,45,4,438.68
471,147,165,4,310.78
472,147,369,1,117.01
473,147,357,2,155.16
474,147,374,1,247.52
475,148,274,5,366.74
476,148,30,2,183.07
477,148,180,3,65.37
478,148,483,2,224.67
479,148,43,3,150.65
480,149,105,5,14.82
481,149,209,1,285.52
482,149,128,5,31.64
483,149,165,4,310.78
484,149,223,4,164.4
485,150,323,2,426.78
486,150,471,3,37.78
487,150,388,4,87.41
488,150,495,2,56.04
489,150,472,3,421.17
490,151,49,4,342.39
491,151,361,4,310.39
492,151,218,2,123.2
493,152,410,5,385.47
494,153,382,5,414.37
495,153,149,4,175.22
496,153,124,3,129.57
497,153,11,4,63.95
498,154,67,2,339.53
499,154,309,2,463.73
500,154,328,4,244.91
501,155,121,1,375.21
502,155,374,5,247.52
503,155,155,2,441.67
504,155,268,5,50.49
505,155,248,3,203.77
506,156,216,2,368.16
507,157,364,3,44.34
508,157,302,3,88.78
509,157,21,5,363.62
510,157,285,2,498.7
511,157,160,4,404.75
512,158,225,2,93.43
513,158,245,2,290.4
514,159,442,2,216.39
515,160,267,5,120.33
516,160,50,4,431.7
517,160,67,4,339.53
518,161,115,1,205.36
519,161,137,5,236.26
520,161,4,4,141.4
521,161,132,3,158.14
522,162,472,3,421.17
523,162,240,2,363.96
524,162,218,2,123.2
525,163,206,4,129.09
526,163,433,5,380.43
527,163,313,3,109.88
528,164,212,5,84.37
529,165,35,3,38.97
530,165,245,1,290.4
531,166,54,2,209.15
532,166,127,5,468.71
533,166,191,3,121.8
534,166,353,3,474.56
535,167,329,3,48.57
536,167,233,1,236.69
537,167,15,1,308.94
538,168,413,3,383.87
539,168,453,3,403.99
540,168,226,5,57.99
541,169,249,4,83.3
542,170,160,3,404.75
543,170,274,1,366.74
544,170,236,2,33.86
545,170,266,5,186.71
546,171,61,4,473.82
547,171,92,4,218.95
548,172,254,5,124.16
549,173,101,5,240.89
550,173,180,3,65.37
551,174,91,2,138.62
552,174,327,3,488.42
553,174,470,3,400.77
554,174,448,2,148.79
555,174,401,3,227.45
556,175,275,2,43.85
557,175,61,3,473.82
558,175,199,2,34.73
559,175,447,3,442.41
560,175,8,1,130.62
561,176,218,3,123.2
562,176,359,4,390.66
563,176,425,1,460.59
564,176,181,3,128.24
565,177,53,5,352.08
566,178,17,1,7.62
567,179,345,2,168.0
568,179,398,5,165.42
569,179,237,1,266.87
570,180,425,5,460.59
571,180,296,2,126.89
572,181,267,5,120.33
573,181,129,1,264.37
574,181,145,1,117.43
575,182,235,1,411.9
576,182,244,2,374.32
577,183,251,3,277.29
578,183,358,4,466.96
579,183,54,5,209.15
580,183,469,3,108.09
581,184,424,5,419.82
582,184,427,1,337.68
583,185,50,4,431.7
584,185,349,5,354.04
585,185,231,3,40.08
586,185,145,1,117.43
587,185,139,5,71.88
588,186,337,2,439.95
589,187,407,5,432.02
590,188,376,1,389.23
591,188,82,4,166.09
592,188,86,3,214.85
593,188,290,1,276.34
594,188,326,5,119.43
595,189,392,3,61.02
596,189,200,1,81.19
597,189,167,2,14.6
598,189,285,5,498.7
599,189,384,2,24.43
600,190,216,4,368.16
601,190,129,3,264.37
602,190,165,5,310.78
603,190,65,4,418.99
604,191,269,2,459.35
605,191,8,2,130.62
606,192,450,4,399.38
607,192,198,1,344.54
608,192,164,1,148.35
609,192,215,5,389.08
610,192,92,1,218.95
611,193,297,1,389.5
612,193,279,5,328.13
613,193,14,5,394.11
614,194,7,1,188.26
615,194,4,3,141.4
616,194,358,2,466.96
617,194,127,4,468.71
618,194,1,5,81.62
619,195,280,4,318.77
620,195,498,5,163.84
621,196,323,2,426.78
622,196,83,1,97.64
623,196,403,2,396.58
624,196,371,1,115.16
625,197,37,1,457.93
626,197,32,4,390.94
627,197,440,5,244.41
628,197,278,2,435.54
629,198,105,5,14.82
630,198,448,4,148.79
631,199,484,1,452.95
632,199,332,3,155.94
633,199,201,3,67.28
634,199,86,1,214.85
635,200,436,5,167.96
636,200,357,5,155.16
637,200,35,1,38.97
638,201,2,2,130.55
639,201,430,4,375.92
640,201,399,2,399.26
641,201,348,5,431.98
642,202,426,5,211.39
643,202,421,3,29.21
644,203,340,4,330.18
645,203,287,2,218.81
646,204,276,2,177.23
647,204,394,3,71.98
648,204,437,5,108.87
649,205,361,4,310.39
650,205,452,2,27.52
651,206,299,5,337.52
652,206,395,4,228.19
653,206,459,3,286.62
654,206,327,5,488.42
655,206,420,3,311.78
656,207,312,5,169.28
657,207,46,2,128.82
658,207,28,2,257.72
659,208,185,5,197.62
660,208,186,5,83.51
661,209,234,2,183.66
662,209,433,5,380.43
663,209,495,2,56.04
664,210,205,5,192.0
665,210,336,5,406.89
666,210,111,1,445.37
667,211,42,3,57.7
668,211,340,3,330.18
669,211,308,5,32.0
670,211,14,4,394.11
671,212,107,2,290.54
672,212,10,5,369.21
673,212,358,4,466.96
674,213,140,5,271.95
675,214,343,5,211.58
676,214,389,3,459.92
677,214,30,1,183.07
678,214,405,4,193.4
679,214,449,4,63.51
680,215,168,1,15.95
681,215,322,2,197.38
682,215,338,4,472.35
683,215,81,5,109.32
684,215,334,5,343.73
685,216,350,3,217.88
686,216,375,3,444.36
687,216,354,5,162.21
688,216,50,1,431.7
689,216,141,1,230.99
690,217,488,2,411.96
691,217,316,5,350.88
692,217,491,3,358.27
693,217,62,3,252.0
694,217,243,5,281.42
695,218,275,3,43.85
696,218,379,5,288.11
697,218,248,3,203.77
698,219,431,1,51.1
699,220,445,5,283.5
700,220,90,4,118.14
701,220,216,3,368.16
702,220,95,5,213.65
703,220,283,1,166.78
704,221,337,1,439.95
705,221,95,5,213.65
706,221,11,1,63.95
707,221,425,3,460.59
708,222,411,4,315.09
709,222,11,3,63.95
710,222,42,2,57.7
711,222,292,3,69.54
712,223,165,5,310.78
713,223,352,2,162.16
714,223,76,3,241.77
715,223,337,3,439.95
716,224,448,5,148.79
717,224,326,1,119.43
718,224,216,5,368.16
719,225,218,1,123.2
720,225,419,1,126.13
721,225,308,1,32.0
722,226,356,1,440.67
723,226,335,2,154.65
724,226,288,2,78.27
725,227,439,2,489.78
726,227,79,3,350.63
727,227,140,5,271.95
728,227,361,3,310.39
729,228,348,3,431.98
730,228,20,1,188.56
731,228,3,5,214.66
732,228,70,1,188.74
733,229,459,2,286.62
734,229,334,3,343.73
735,229,230,3,186.35
736,229,463,4,243.34
737,230,319,3,145.59
738,231,353,3,474.56
739,231,249,5,83.3
740,231,460,4,101.04
741,231,82,4,166.09
742,232,235,1,411.9
743,232,198,5,344.54
744,232,125,2,376.12
745,233,226,5,57.99
746,233,68,5,308.84
747,233,343,1,211.58
748,234,49,1,342.39
749,234,440,4,244.41
750,234,402,2,264.29
751,234,346,3,107.34
752,234,30,4,183.07
753,235,322,1,197.38
754,235,395,5,228.19
755,235,346,1,107.34
756,236,456,1,153.64
757,236,397,2,441.86
758,236,69,2,479.21
759,237,8,5,130.62
760,237,162,4,405.36
761,238,234,4,183.66
762,238,128,5,31.64
763,238,110,2,246.31
764,239,435,4,65.4
765,239,246,3,352.76
766,239,194,3,9.42
767,239,177,3,40.34
768,239,491,2,358.27
769,240,261,3,428.58
770,240,212,4,84.37
771,240,286,5,289.75
772,241,13,4,54.64
773,241,372,4,380.1
774,241,490,3,363.66
775,242,245,3,290.4
776,242,269,5,459.35
777,242,86,4,214.85
778,242,337,1,439.95
779,242,206,2,129.09
780,243,27,1,146.57
781,244,176,3,32.74
782,244,181,4,128.24
783,245,175,2,422.56
784,245,435,3,65.4
785,245,128,4,31.64
786,246,261,5,428.58
787,246,179,3,409.54
788,246,70,3,188.74
789,246,300,4,177.41
790,246,136,1,430.88
791,247,419,3,126.13
792,247,61,3,473.82
793,247,353,1,474.56
794,248,342,2,436.99
795,248,382,2,414.37
796,248,198,4,344.54
797,249,219,5,330.85
798,250,333,1,373.47
799,250,55,5,270.15
800,250,437,1,108.87
801,251,202,4,490.93
802,251,332,3,155.94
803,251,62,5,252.0
804,251,102,3,227.68
805,251,274,3,366.74
806,252,144,1,454.92
807,252,84,2,138.36
808,252,92,2,218.95
809,252,295,2,309.92
810,252,269,3,459.35
811,253,316,5,350.88
812,254,434,1,37.14
813,254,493,1,345.09
814,254,456,5,153.64
815,254,237,1,266.87
816,255,366,4,237.04
817,256,357,2,155.16
818,256,402,4,264.29
819,256,236,1,33.86
820,256,151,3,473.74
821,257,320,5,310.89
822,257,498,3,163.84
823,257,2,5,130.55
824,257,444,2,180.16
825,257,304,4,313.48
826,258,133,2,145.67
827,259,294,3,327.86
828,259,395,5,228.19
829,259,139,2,71.88
830,259,241,3,98.78
831,260,200,5,81.19
832,260,357,5,155.16
833,260,486,2,437.57
834,260,265,5,181.05
835,261,42,1,57.7
836,261,201,5,67.28
837,261,324,4,432.82
838,261,378,4,200.1
839,262,158,5,114.19
840,262,496,1,374.05
841,262,373,5,463.92
842,262,162,3,405.36
843,263,42,5,57.7
844,263,405,4,193.4
845,264,84,4,138.36
846,264,372,5,380.1
847,264,35,1,38.97
848,265,441,3,467.28
849,266,340,2,330.18
850,266,34,4,261.28
851,267,190,3,432.51
852,268,154,5,276.37
853,268,32,3,390.94
854,268,72,3,435.04
855,268,465,5,233.92
856,269,276,4,177.23
857,269,391,4,228.59
858,269,496,5,374.05
859,270,192,1,12.46
860,270,290,2,276.34
861,270,446,4,317.77
862,271,47,2,283.77
863,271,117,4,160.17
864,271,18,2,238.48
865,271,254,1,124.16
866,271,266,5,186.71
867,272,179,3,409.54
868,272,298,1,462.45
869,273,378,3,200.1
870,273,121,3,375.21
871,274,368,3,239.55
872,274,89,5,69.91
873,274,104,1,466.26
874,274,91,2,138.62
875,274,416,3,122.75
876,275,164,1,148.35
877,275,429,1,394.72
878,275,256,4,130.77
879,276,416,4,122.75
880,276,359,3,390.66
881,277,171,3,79.59
882,277,53,5,352.08
883,278,264,4,81.58
884,278,421,2,29.21
885,279,254,1,124.16
886,279,359,2,390.66
887,280,52,3,395.38
888,280,238,1,418.06
889,281,269,1,459.35
890,281,381,1,262.72
891,282,2,4,130.55
892,282,400,4,66.15
893,282,324,2,432.82
894,282,437,3,108.87
895,283,107,4,290.54
896,283,144,1,454.92
897,283,349,2,354.04
898,284,497,3,380.45
899,284,492,4,7.03
900,284,107,3,290.54
901,284,126,1,201.54
902,285,327,5,488.42
903,285,92,4,218.95
904,285,304,1,313.48
905,285,413,2,383.87
906,286,78,1,389.07
907,286,49,3,342.39
908,286,185,2,197.62
909,287,438,4,33.8
910,287,447,2,442.41
911,287,49,2,342.39
912,288,473,3,315.12
913,288,260,3,8.25
914,288,188,5,65.46
915,288,23,3,357.24
916,289,199,2,34.73
917,289,27,2,146.57
918,290,148,2,264.04
919,290,336,2,406.89
920,290,241,3,98.78
921,291,457,3,384.68
922,292,412,2,480.41
923,292,417,1,240.48
924,292,460,4,101.04
925,293,493,1,345.09
926,294,314,1,376.43
927,294,9,3,175.46
928,295,336,5,406.89
929,295,272,2,352.91
930,295,468,4,161.17
931,296,433,2,380.43
932,296,325,3,434.37
933,296,85,1,174.83
934,297,252,5,209.11
935,297,19,2,48.63
936,297,386,2,149.13
937,297,192,3,12.46
938,297,215,3,389.08
939,298,206,3,129.09
940,298,123,5,66.89
941,298,261,5,428.58
942,299,270,2,363.17
943,300,134,4,69.98
944,300,453,3,403.99
945,300,108,5,271.53
946,300,314,4,376.43
947,300,289,5,240.55
948,301,22,3,308.91
949,301,23,4,357.24
950,301,448,2,148.79
951,301,177,2,40.34
952,301,367,5,96.07
953,302,236,5,33.86
954,303,208,4,273.65
955,303,323,1,426.78
956,304,345,4,168.0
957,304,148,3,264.04
958,304,6,1,392.98
959,304,156,1,128.7
960,304,129,4,264.37
961,305,8,4,130.62
962,305,171,3,79.59
963,305,212,3,84.37
964,306,305,1,462.49
965,306,392,4,61.02
966,306,314,3,376.43
967,306,325,5,434.37
968,306,495,4,56.04
969,307,255,2,190.66
970,307,444,2,180.16
971,307,405,2,193.4
972,307,384,2,24.43
973,307,365,3,71.37
974,308,22,2,308.91
975,308,130,1,134.91
976,309,205,2,192.0
977,310,294,1,327.86
978,311,424,4,419.82
979,312,241,2,98.78
980,312,430,4,375.92
981,312,434,2,37.14
982,312,52,3,395.38
983,312,379,5,288.11
984,313,391,1,228.59
985,314,368,1,239.55
986,314,76,2,241.77
987,314,427,5,337.68
988,315,56,2,127.89
989,315,69,2,479.21
990,315,418,5,44.31
991,315,74,4,143.73
992,316,139,1,71.88
993,317,326,3,119.43
994,317,148,3,264.04
995,318,75,5,68.48
996,318,134,2,69.98
997,319,148,1,264.04
998,319,123,2,66.89
999,320,354,1,162.21
1000,320,68,1,308.84
1001,321,50,2,431.7
1002,322,230,5,186.35
1003,322,270,2,363.17
1004,323,338,2,472.35
1005,323,345,3,168.0
1006,323,83,1,97.64
1007,323,136,5,430.88
1008,323,340,4,330.18
1009,324,50,2,431.7
1010,324,366,2,237.04
1011,324,478,5,251.04
1012,324,120,3,391.58
1013,324,172,4,174.25
1014,325,326,4,119.43
1015,326,95,5,213.65
1016,326,302,3,88.78
1017,326,144,4,454.92
1018,326,458,4,169.98
1019,327,147,5,82.08
1020,327,29,5,309.52
1021,327,461,4,461.53
1022,327,394,4,71.98
1023,328,479,3,228.69
1024,328,186,1,83.51
1025,328,111,5,445.37
1026,328,193,2,294.42
1027,328,36,1,145.82
1028,329,21,2,363.62
1029,329,306,2,344.25
1030,329,28,4,257.72
1031,329,201,1,67.28
1032,330,249,2,83.3
1033,330,486,1,437.57
1034,331,217,2,311.77
1035,331,241,4,98.78
1036,331,430,1,375.92
1037,332,382,2,414.37
1038,332,478,4,251.04
1039,332,469,2,108.09
1040,332,400,5,66.15
1041,333,150,5,9.12
1042,333,165,5,310.78
1043,334,241,2,98.78
1044,334,363,5,119.3
1045,334,231,2,40.08
1046,334,443,3,133.53
1047,334,233,2,236.69
1048,335,80,5,346.16
1049,335,33,2,200.6
1050,335,144,2,454.92
1051,335,222,2,145.15
1052,335,86,2,214.85
1053,336,438,1,33.8
1054,336,115,2,205.36
1055,336,101,5,240.89
1056,336,268,3,50.49
1057,336,370,2,463.09
1058,337,112,5,146.83
1059,337,173,1,498.99
1060,338,75,5,68.48
1061,338,249,3,83.3
1062,338,349,1,354.04
1063,338,15,1,308.94
1064,339,154,3,276.37
1065,339,39,3,305.15
1066,339,88,2,143.42
1067,340,303,3,411.68
1068,340,80,3,346.16
1069,341,227,5,20.75
1070,341,346,2,107.34
1071,341,14,5,394.11
1072,341,268,2,50.49
1073,342,18,2,238.48
1074,342,144,5,454.92
1075,342,213,2,227.45
1076,343,330,4,483.56
1077,343,489,3,339.98
1078,344,181,2,128.24
1079,345,284,2,80.83
1080,345,420,2,311.78
1081,345,416,5,122.75
1082,346,261,3,428.58
1083,346,330,5,483.56
1084,346,483,1,224.67
1085,346,299,5,337.52
1086,347,175,2,422.56
1087,348,297,3,389.5
1088,349,288,5,78.27
1089,349,247,3,87.57
1090,349,186,1,83.51
1091,350,359,4,390.66
1092,350,95,2,213.65
1093,350,177,2,40.34
1094,350,415,2,404.69
1095,350,466,2,464.26
1096,351,3,4,214.66
1097,352,287,4,218.81
1098,353,286,4,289.75
1099,354,417,4,240.48
1100,354,156,4,128.7
1101,354,258,3,22.16
1102,354,423,4,427.65
1103,354,153,3,300.52
1104,355,381,1,262.72
1105,355,318,3,26.52
1106,356,128,4,31.64
1107,356,379,3,288.11
1108,356,188,1,65.46
1109,356,489,5,339.98
1110,356,331,4,15.64
1111,357,70,1,188.74
1112,357,341,2,194.19
1113,357,430,3,375.92
1114,357,72,2,435.04
1115,357,235,3,411.9
1116,358,457,1,384.68
1117,358,321,1,329.11
1118,358,53,3,352.08
1119,359,379,3,288.11
1120,359,211,1,434.49
1121,359,92,2,218.95
1122,360,338,5,472.35
1123,360,209,1,285.52
1124,360,229,5,352.15
1125,360,216,3,368.16
1126,361,379,3,288.11
1127,362,206,2,129.09
1128,362,155,4,441.67
1129,362,248,3,203.77
1130,362,19,2,48.63
1131,362,128,3,31.64
1132,363,389,2,459.92
1133,363,102,1,227.68
1134,363,367,4,96.07
1135,364,139,2,71.88
1136,364,436,2,167.96
1137,364,372,4,380.1
1138,365,152,2,9.52
1139,366,445,2,283.5
1140,366,31,4,487.94
1141,366,357,1,155.16
1142,367,77,3,253.73
1143,367,456,2,153.64
1144,367,432,1,187.44
1145,368,312,1,169.28
1146,369,347,4,272.97
1147,369,432,5,187.44
1148,369,480,2,111.99
1149,370,317,3,293.59
1150,371,373,1,463.92
