payment_id,order_id,method,amount,payment_date
317,370,paypal,880.77,2024-09-17
318,371,paypal,1212.02,2024-10-24
319,372,gift_card,1909.64,2025-03-03
320,373,bank_transfer,3080.53,2024-08-04
321,375,credit_card,169.3,2025-04-20
322,376,gift_card,413.04,2025-02-20
323,377,bank_transfer,389.23,2025-03-05
324,380,paypal,3014.12,2024-06-11
325,381,gift_card,858.99,2025-03-12
326,382,bank_transfer,2002.51,2024-05-04
327,383,paypal,1073.59,2024-09-03
328,384,paypal,1040.77,2025-02-16
329,386,paypal,2006.93,2025-01-05
330,387,paypal,2266.86,2025-01-18
331,388,gift_card,3466.01,2025-04-11
332,389,bank_transfer,236.26,2024-10-21
333,390,credit_card,692.36,2024-11-03
334,391,paypal,606.81,2025-04-15
335,392,bank_transfer,472.52,2025-01-13
336,393,credit_card,3111.59,2024-06-20
337,394,bank_transfer,1317.02,2024-09-18
338,395,gift_card,914.22,2024-05-05
339,396,paypal,3517.73,2024-08-26
340,397,credit_card,194.52,2024-05-19
341,398,paypal,623.76,2024-07-12
342,400,bank_transfer,2052.33,2025-01-26
343,401,credit_card,2048.92,2025-03-20
344,402,credit_card,956.31,2025-03-10
345,403,paypal,1088.2,2025-02-15
346,404,bank_transfer,4443.48,2024-11-25
347,405,gift_card,1337.13,2025-01-09
348,406,gift_card,168.0,2024-12-27
349,407,gift_card,3963.6,2025-02-11
350,408,credit_card,613.75,2024-11-13
351,409,credit_card,2951.32,2024-11-30
352,410,credit_card,1085.19,2024-05-28
353,411,bank_transfer,871.25,2024-05-11
354,412,bank_transfer,1968.9,2025-01-02
355,413,gift_card,965.98,2024-11-27
356,414,gift_card,2261.6,2025-04-22
357,418,bank_transfer,5115.78,2024-11-25
358,420,bank_transfer,824.12,2024-06-30
359,421,paypal,617.07,2024-07-23
360,423,gift_card,948.49,2024-11-05
361,424,paypal,2242.84,2024-11-12
362,425,paypal,1842.36,2024-08-22
363,426,credit_card,1003.14,2025-02-19
364,427,gift_card,4427.78,2024-09-19
365,428,credit_card,1513.77,2025-03-02
366,429,paypal,910.55,2024-11-01
367,430,bank_transfer,3516.96,2024-12-31
368,431,credit_card,3573.37,2024-06-30
369,432,gift_card,1234.11,2024-05-19
370,433,credit_card,269.12,2024-11-23
371,434,paypal,4685.07,2024-05-09
372,435,bank_transfer,373.47,2024-07-01
373,436,gift_card,3087.82,2024-08-22
374,438,gift_card,3478.54,2024-06-16
375,439,bank_transfer,3156.31,2024-05-07
376,441,paypal,1761.49,2024-08-22
377,442,gift_card,2614.54,2024-06-04
378,443,paypal,3800.96,2024-09-21
379,444,paypal,4398.37,2024-05-25
380,446,gift_card,3367.6,2024-10-29
381,447,paypal,2752.07,2025-02-11
382,448,bank_transfer,1912.6,2025-05-01
383,449,bank_transfer,1782.25,2025-02-21
384,450,credit_card,1482.41,2024-08-27
385,451,credit_card,467.84,2024-12-13
386,452,gift_card,4326.7,2024-08-05
387,453,gift_card,1745.04,2024-06-16
388,457,bank_transfer,1162.16,2024-11-20
389,458,bank_transfer,2358.83,2025-01-19
390,459,paypal,2569.78,2024-06-16
391,460,paypal,3371.13,2024-10-14
392,461,bank_transfer,3831.43,2025-02-24
393,462,paypal,4871.38,2025-01-23
394,463,gift_card,2158.2,2025-03-19
395,464,bank_transfer,1011.49,2024-06-14
396,465,gift_card,2204.31,2024-06-04
397,466,gift_card,828.74,2024-09-14
398,467,paypal,3556.67,2025-01-05
399,468,bank_transfer,4191.29,2024-09-20
400,470,bank_transfer,756.84,2024-09-28
401,471,credit_card,3352.44,2024-10-20
402,473,bank_transfer,1392.26,2024-07-31
403,474,gift_card,1848.6,2025-01-07
404,475,credit_card,4612.02,2024-08-22
405,476,gift_card,2505.62,2024-05-07
406,477,paypal,376.52,2025-02-01
407,478,credit_card,3096.05,2024-08-16
408,480,gift_card,427.47,2025-01-14
409,481,paypal,1722.4,2025-01-10
410,482,credit_card,3003.54,2024-09-19
411,483,gift_card,37.68,2024-05-19
412,485,bank_transfer,4759.79,2024-05-18
413,486,gift_card,1410.39,2025-04-06
414,487,paypal,2018.98,2025-03-19
415,488,gift_card,5785.17,2024-09-01
416,489,paypal,1938.31,2024-09-10
417,490,gift_card,2471.16,2024-12-03
418,491,gift_card,1198.25,2024-08-26
419,492,gift_card,3651.49,2024-05-14
420,493,credit_card,1803.68,2025-01-05
421,494,paypal,4776.89,2024-12-05
422,495,paypal,915.45,2024-12-15
423,496,credit_card,163.16,2024-06-25
424,497,credit_card,501.24,2024-06-23
425,498,credit_card,765.01,2025-01-02
426,499,gift_card,1758.15,2024-11-05
427,500,gift_card,2949.6,2024-05-11
428,501,gift_card,514.8,2024-10-06
429,502,paypal,1880.55,2025-04-07
430,503,gift_card,1106.77,2025-04-12
431,504,paypal,695.6,2024-12-11
432,505,gift_card,2115.02,2024-12-31
433,506,paypal,1602.86,2025-01-22
434,507,bank_transfer,687.46,2024-05-17
435,508,bank_transfer,2472.52,2025-04-26
436,510,paypal,2164.71,2024-09-27
437,511,credit_card,1605.39,2024-08-30
438,513,bank_transfer,2078.58,2025-03-05
439,514,gift_card,279.92,2024-08-29
440,515,bank_transfer,537.0,2025-01-01
441,516,paypal,3655.45,2024-08-05
442,517,credit_card,1954.7,2024-09-09
443,518,bank_transfer,248.49,2024-10-20
444,520,credit_card,3997.49,2024-09-16
445,521,bank_transfer,2367.06,2025-02-14
446,522,credit_card,2010.57,2025-01-28
447,523,gift_card,132.3,2025-03-29
448,524,bank_transfer,4129.76,2025-04-15
449,525,credit_card,2392.64,2025-01-09
450,526,bank_transfer,1471.11,2025-03-19
451,527,credit_card,4346.06,2024-11-13
452,528,paypal,2684.27,2024-05-17
453,529,bank_transfer,887.99,2025-04-26
454,530,credit_card,2455.41,2025-01-19
455,531,paypal,774.08,2024-07-28
456,532,paypal,4743.39,2025-03-06
457,533,paypal,1658.54,2025-01-12
458,535,paypal,1544.2,2024-07-23
459,536,bank_transfer,6144.73,2024-12-06
460,537,paypal,1390.25,2024-07-25
461,538,gift_card,2916.01,2024-10-06
462,539,credit_card,3921.29,2024-08-24
463,540,paypal,1480.47,2024-11-09
464,543,bank_transfer,1503.68,2024-07-04
465,546,gift_card,9.12,2024-09-05
466,547,credit_card,2538.0,2025-02-27
467,548,paypal,2718.9,2024-11-17
468,550,bank_transfer,1112.49,2025-02-14
469,551,paypal,2332.51,2024-06-09
470,552,credit_card,2308.52,2024-11-08
471,553,bank_transfer,2492.51,2024-05-15
472,554,bank_transfer,2784.71,2024-11-21
473,555,bank_transfer,1333.95,2025-02-11
474,556,bank_transfer,2001.65,2024-07-27
475,557,gift_card,1638.23,2024-07-31
476,558,gift_card,1955.31,2024-09-16
477,559,credit_card,1856.39,2024-05-28
478,560,paypal,2099.1,2025-03-01
479,561,paypal,3862.77,2025-02-23
480,562,credit_card,657.6,2025-02-26
481,565,paypal,1367.4,2025-01-05
482,566,paypal,1856.5,2025-01-18
483,567,bank_transfer,1192.91,2024-07-14
484,568,bank_transfer,790.76,2024-08-13
485,569,gift_card,4256.64,2024-08-15
486,571,bank_transfer,391.58,2025-01-06
487,572,credit_card,1850.33,2025-04-07
488,573,credit_card,1004.67,2025-03-03
489,574,credit_card,2518.5,2024-12-24
490,575,bank_transfer,4166.76,2024-12-31
491,576,gift_card,4695.32,2025-03-21
492,577,credit_card,123.08,2025-02-01
493,578,paypal,2770.36,2024-10-07
494,580,paypal,461.98,2025-01-30
495,581,gift_card,2356.59,2024-08-08
496,582,credit_card,1125.38,2025-01-18
497,583,paypal,4454.19,2024-12-24
498,584,paypal,397.08,2024-05-16
499,585,paypal,449.57,2025-02-26
500,586,paypal,4005.65,2024-05-18
501,587,gift_card,1648.9,2025-02-08
502,588,bank_transfer,3634.97,2024-05-14
503,589,credit_card,822.0,2024-08-10
504,590,credit_card,460.64,2024-09-18
505,591,bank_transfer,2767.97,2024-07-22
506,592,bank_transfer,2851.68,2024-12-17
507,593,bank_transfer,1400.91,2025-04-20
508,594,paypal,756.0,2025-02-03
509,596,bank_transfer,1839.68,2024-05-09
510,598,gift_card,3173.89,2025-01-28
511,599,paypal,1392.78,2025-04-05
512,601,bank_transfer,2245.76,2025-02-09
513,602,paypal,1243.56,2024-12-03
514,603,bank_transfer,1982.26,2025-04-06
515,604,gift_card,4530.49,2025-02-22
516,605,gift_card,1573.03,2024-12-01
517,606,bank_transfer,2384.93,2025-03-09
518,607,bank_transfer,2069.05,2025-02-12
519,608,credit_card,5340.12,2024-10-12
520,609,gift_card,1723.52,2024-11-10
521,611,gift_card,871.52,2024-07-05
522,612,gift_card,2648.47,2025-03-27
523,613,credit_card,765.9,2024-08-31
524,614,credit_card,2390.23,2024-06-12
525,615,gift_card,1876.05,2024-08-29
526,616,paypal,5808.66,2024-05-07
527,617,bank_transfer,3480.63,2025-01-25
528,618,gift_card,3877.41,2024-12-10
529,619,credit_card,38.1,2024-09-25
530,620,credit_card,4505.5,2024-06-14
531,621,credit_card,3995.07,2025-02-12
532,622,bank_transfer,4092.0,2024-10-19
533,624,credit_card,2931.39,2024-12-06
534,625,paypal,575.8,2024-12-14
535,626,credit_card,2062.74,2024-11-14
536,627,bank_transfer,262.72,2024-10-22
537,628,bank_transfer,2669.17,2024-07-22
538,629,bank_transfer,1082.44,2024-05-30
539,630,bank_transfer,1235.32,2024-11-12
540,631,bank_transfer,743.95,2025-03-20
541,632,credit_card,1689.4,2024-05-08
542,633,bank_transfer,3146.36,2024-12-17
543,634,gift_card,3376.35,2024-11-13
544,635,gift_card,1802.5,2024-06-14
545,636,paypal,159.18,2025-04-11
546,637,paypal,3719.5,2024-10-02
547,638,gift_card,1431.17,2024-10-07
548,639,paypal,708.75,2024-11-27
549,640,gift_card,138.92,2025-04-22
550,641,gift_card,1204.06,2024-12-07
551,642,paypal,589.95,2024-06-09
552,643,credit_card,4789.69,2024-07-29
553,644,bank_transfer,1732.2,2025-04-13
554,645,bank_transfer,2661.53,2024-05-08
555,646,credit_card,905.79,2024-07-29
556,647,gift_card,4766.68,2025-04-01
557,648,paypal,3236.53,2024-12-30
558,649,paypal,653.63,2024-11-29
559,650,paypal,3752.86,2024-08-24
560,651,paypal,2265.02,2024-09-25
561,652,credit_card,2228.32,2024-12-24
562,653,gift_card,4899.62,2024-06-14
563,654,gift_card,2360.07,2025-01-19
564,655,bank_transfer,3292.69,2024-07-11
565,656,gift_card,1505.27,2024-12-03
566,658,gift_card,660.36,2024-09-22
567,659,paypal,769.36,2024-05-24
568,660,credit_card,4058.92,2024-06-12
569,662,credit_card,3365.28,2024-08-09
570,663,paypal,146.83,2024-09-06
571,664,paypal,790.84,2024-08-11
572,665,gift_card,130.62,2025-04-27
573,666,paypal,271.53,2024-10-08
574,667,bank_transfer,1590.62,2024-09-30
575,668,gift_card,2577.58,2024-07-01
576,669,bank_transfer,2460.13,2024-09-23
577,670,gift_card,1966.41,2024-10-20
578,671,bank_transfer,6128.28,2024-07-30
579,672,gift_card,1745.97,2024-06-13
580,673,bank_transfer,2319.35,2024-07-03
581,674,paypal,3456.74,2025-04-03
582,676,paypal,153.18,2024-07-25
583,677,paypal,1364.85,2024-10-11
584,678,credit_card,574.92,2024-06-11
585,679,bank_transfer,1333.08,2024-06-19
586,680,credit_card,2990.01,2024-10-20
587,681,bank_transfer,1497.36,2024-10-04
588,683,paypal,3508.54,2024-11-14
589,685,gift_card,1730.04,2024-10-04
590,688,paypal,4490.42,2025-04-05
591,689,gift_card,4026.98,2024-07-02
592,690,bank_transfer,1480.92,2025-03-05
593,691,gift_card,2673.75,2025-02-19
594,693,paypal,4104.6,2024-12-16
595,694,paypal,3029.87,2024-09-17
596,695,paypal,1260.0,2025-04-28
597,696,credit_card,5039.49,2024-11-11
598,697,gift_card,2592.67,2025-03-04
599,699,bank_transfer,838.41,2025-01-06
600,700,bank_transfer,3786.84,2024-12-16
601,701,credit_card,4011.79,2025-05-01
602,703,gift_card,1144.57,2024-11-08
603,704,bank_transfer,2679.1,2024-08-18
604,705,credit_card,1856.19,2024-09-20
605,706,credit_card,976.84,2024-05-15
606,708,credit_card,1105.27,2024-05-27
607,709,bank_transfer,3254.89,2025-01-01
608,710,paypal,3429.31,2024-12-07
609,711,paypal,854.88,2025-01-09
610,712,paypal,427.3,2024-11-13
611,713,credit_card,230.99,2024-12-29
612,714,bank_transfer,1167.24,2025-03-02
613,716,gift_card,4728.05,2024-06-18
614,718,gift_card,807.34,2025-04-17
615,720,gift_card,12.46,2025-01-12
616,721,paypal,4132.86,2024-07-28
617,724,paypal,886.15,2024-09-10
618,726,gift_card,956.12,2024-11-09
619,728,credit_card,3336.93,2025-04-29
620,729,paypal,2892.98,2024-10-12
621,730,gift_card,2087.93,2024-05-18
622,731,paypal,907.85,2025-04-15
623,732,paypal,3143.85,2024-08-18
624,733,credit_card,1164.42,2024-07-09
625,734,paypal,1374.42,2024-09-28
626,735,bank_transfer,3716.7,2025-05-02
627,736,gift_card,2258.73,2025-03-18
628,737,paypal,1268.18,2024-06-03
629,738,credit_card,1486.33,2024-08-13
630,739,paypal,2527.59,2025-03-24
631,740,credit_card,215.64,2025-04-20
632,741,bank_transfer,3247.38,2025-02-26
633,742,gift_card,2037.91,2024-08-10
634,743,gift_card,1138.71,2024-10-24
635,744,bank_transfer,4434.09,2024-06-07
636,745,bank_transfer,2716.87,2025-04-16
637,746,credit_card,308.84,2024-10-12
638,747,credit_card,2830.26,2024-09-08
639,749,bank_transfer,5139.14,2025-03-26
640,752,credit_card,2984.33,2025-02-25
641,753,bank_transfer,4032.6,2024-06-12
642,754,bank_transfer,3180.34,2024-09-23
643,755,gift_card,4807.91,2024-07-14
644,756,paypal,3354.26,2024-10-16
645,757,bank_transfer,5448.19,2024-08-13
646,758,credit_card,231.57,2024-08-19
647,759,bank_transfer,3756.73,2024-09-12
648,760,gift_card,799.58,2025-01-23
649,761,paypal,2622.98,2025-01-15
650,762,paypal,2123.91,2024-11-14
651,763,paypal,1109.16,2025-02-15
652,765,bank_transfer,1658.35,2024-06-26
653,766,bank_transfer,4326.16,2024-12-21
654,767,bank_transfer,1761.05,2025-04-18
655,768,credit_card,4700.09,2025-03-07
656,769,paypal,819.73,2024-10-09
657,770,bank_transfer,2502.7,2025-02-11
658,772,paypal,4392.81,2024-08-21
659,773,bank_transfer,3412.58,2025-02-07
660,774,paypal,3076.75,2024-09-22
661,776,bank_transfer,2997.36,2024-06-03
662,777,gift_card,3183.83,2025-01-13
663,778,paypal,2573.63,2025-01-18
664,779,credit_card,443.9,2025-03-22
