order_id,customer_id,order_date,status
76,2154,2025-02-03,completed
77,3213,2024-08-10,completed
78,134,2024-08-28,cancelled
79,689,2024-06-04,cancelled
80,2759,2024-05-28,cancelled
81,2038,2024-09-13,returned
82,1418,2025-04-13,completed
83,1473,2025-01-01,cancelled
84,1154,2025-04-17,cancelled
85,1666,2025-03-18,returned
86,2769,2024-08-02,cancelled
87,1460,2024-07-09,completed
88,654,2024-07-09,returned
89,1739,2024-10-21,completed
90,2434,2024-12-16,completed
91,2621,2024-08-24,returned
92,3236,2024-12-18,cancelled
93,3124,2024-05-03,completed
94,2609,2024-09-25,completed
95,3105,2024-09-07,cancelled
96,33,2025-04-10,completed
97,3412,2024-08-03,cancelled
98,844,2024-09-27,returned
99,239,2024-06-04,returned
100,1063,2024-08-29,completed
101,1563,2024-06-02,completed
102,2584,2025-03-07,returned
103,1287,2024-06-02,cancelled
104,1070,2024-10-06,completed
105,1674,2025-03-24,returned
106,2456,2025-02-14,cancelled
107,242,2025-01-09,cancelled
108,442,2024-10-04,cancelled
109,2826,2024-05-04,returned
110,1372,2025-03-19,cancelled
111,1297,2024-08-29,cancelled
112,2872,2024-08-28,completed
113,2,2024-08-30,returned
114,1305,2024-07-10,returned
115,3248,2024-08-02,cancelled
116,410,2024-06-19,returned
117,1199,2024-08-30,cancelled
118,1589,2025-04-01,returned
119,2695,2024-06-15,returned
120,658,2024-06-10,returned
121,1546,2025-01-24,cancelled
122,1296,2024-06-10,cancelled
123,2298,2024-11-30,returned
124,515,2025-02-21,returned
125,1723,2024-11-27,cancelled
126,1738,2024-05-30,completed
127,2048,2024-09-11,cancelled
128,2474,2024-09-29,returned
129,3424,2025-01-29,completed
130,1960,2025-01-26,cancelled
131,595,2024-10-02,cancelled
132,3292,2024-10-10,completed
133,1662,2025-02-02,cancelled
134,2717,2025-04-02,returned
135,2011,2024-08-04,returned
136,2651,2025-03-21,returned
137,107,2024-05-18,returned
138,248,2024-07-02,completed
139,3329,2025-03-18,returned
140,3427,2025-01-17,completed
141,3303,2024-10-14,completed
142,2151,2025-01-08,returned
143,2711,2024-08-06,completed
144,3124,2024-11-29,cancelled
145,3184,2024-07-25,returned
146,1981,2024-09-29,returned
147,1400,2025-02-18,cancelled
148,2544,2024-10-15,returned
149,2880,2025-02-26,cancelled
150,73,2024-07-08,completed
151,2012,2024-11-03,cancelled
152,3089,2024-07-12,returned
153,2153,2024-08-04,completed
154,1826,2024-08-06,cancelled
155,827,2025-01-02,completed
156,132,2025-01-19,cancelled
157,2784,2025-04-19,cancelled
158,2404,2025-01-17,cancelled
159,632,2025-02-06,completed
160,3310,2025-02-09,cancelled
161,605,2025-03-09,cancelled
162,1812,2025-03-06,returned
163,1719,2024-11-19,completed
164,2068,2024-08-26,cancelled
165,2483,2024-05-20,returned
166,273,2024-12-10,completed
167,436,2024-05-07,completed
168,1655,2024-12-26,returned
169,2881,2024-06-24,cancelled
170,1162,2024-11-23,completed
171,1088,2024-09-03,completed
172,2534,2024-09-05,cancelled
173,2606,2025-04-26,cancelled
174,1767,2024-05-17,cancelled
175,810,2025-03-15,cancelled
176,1516,2024-05-18,completed
177,1651,2025-02-28,cancelled
178,2280,2024-06-12,cancelled
179,2176,2025-02-15,cancelled
180,2382,2024-06-22,cancelled
181,683,2025-01-10,cancelled
182,3048,2024-07-01,completed
183,2261,2024-12-16,returned
184,2936,2024-05-07,cancelled
185,894,2025-04-10,completed
186,1546,2024-11-18,cancelled
187,2908,2025-02-28,completed
188,2668,2024-08-06,completed
189,1354,2025-03-20,completed
190,3112,2024-07-14,completed
191,3243,2025-03-11,completed
192,3067,2025-02-12,cancelled
193,2563,2024-11-21,completed
194,897,2025-02-16,completed
195,336,2024-07-22,returned
196,2798,2024-06-25,returned
197,1572,2024-10-29,returned
198,1695,2025-04-05,completed
199,1297,2024-11-23,completed
200,1832,2024-05-20,returned
201,2936,2024-11-26,completed
202,202,2025-01-07,returned
203,2829,2025-03-25,cancelled
204,513,2025-01-25,cancelled
205,723,2025-02-11,completed
206,1251,2024-06-04,completed
207,345,2024-06-12,completed
208,2626,2025-03-23,completed
209,1938,2024-08-25,cancelled
210,1180,2024-08-27,cancelled
211,406,2025-03-02,completed
212,1894,2024-05-07,returned
213,891,2024-12-11,returned
214,2434,2025-01-30,returned
215,3119,2024-05-26,completed
216,1006,2024-09-03,completed
217,564,2024-07-18,cancelled
218,2862,2024-12-29,returned
219,536,2024-05-21,completed
220,2473,2025-03-03,returned
221,2491,2025-03-03,completed
222,1860,2024-11-30,returned
223,2916,2025-03-20,completed
224,1551,2025-02-06,returned
225,1214,2025-04-05,cancelled
226,38,2024-07-23,cancelled
227,3441,2024-05-03,returned
228,2066,2024-12-18,completed
229,3202,2025-02-12,returned
230,2678,2024-11-17,cancelled
231,1564,2025-01-17,returned
232,1031,2025-03-25,returned
233,252,2025-01-21,cancelled
234,2020,2024-05-31,returned
235,1818,2024-07-08,returned
236,460,2024-10-22,returned
237,49,2024-10-15,returned
238,2526,2025-03-13,cancelled
239,755,2024-12-18,returned
240,1503,2024-07-04,returned
241,709,2025-04-19,completed
242,3130,2025-03-28,returned
243,2206,2025-04-09,returned
244,2154,2024-08-06,completed
245,63,2024-06-29,returned
246,1496,2024-08-30,returned
247,492,2024-06-20,returned
248,1521,2025-02-24,cancelled
249,2774,2025-03-13,returned
250,122,2024-06-21,cancelled
251,1130,2025-03-04,completed
252,2457,2024-12-14,returned
253,1942,2025-02-05,completed
254,2347,2025-03-18,returned
255,932,2024-09-04,cancelled
256,8,2025-01-12,returned
257,1563,2025-01-23,returned
258,204,2024-07-14,cancelled
259,1338,2024-08-16,returned
260,1688,2024-11-15,cancelled
261,399,2024-12-27,cancelled
262,2592,2024-09-21,returned
263,1987,2024-05-26,returned
264,3078,2024-08-19,returned
265,1147,2024-10-05,returned
266,2072,2024-06-14,cancelled
267,1827,2024-11-04,completed
268,2321,2024-05-05,cancelled
269,3021,2024-08-20,returned
270,3408,2024-05-19,returned
271,943,2024-06-29,returned
272,209,2025-02-28,returned
273,2967,2024-10-21,returned
274,328,2025-03-27,cancelled
275,1118,2025-02-05,returned
276,959,2025-01-24,returned
277,2725,2024-12-06,returned
278,1252,2025-01-31,cancelled
279,1360,2025-03-08,completed
280,2349,2025-01-27,cancelled
281,837,2024-08-06,cancelled
282,1863,2024-10-24,cancelled
283,3251,2025-01-17,returned
284,435,2024-11-30,completed
285,1742,2024-06-22,cancelled
286,1909,2024-06-01,cancelled
287,2599,2024-05-30,completed
288,2206,2024-11-01,cancelled
289,1556,2025-01-29,returned
290,328,2024-08-03,completed
291,127,2025-03-25,cancelled
292,3255,2024-12-18,returned
293,2141,2024-11-09,cancelled
294,938,2025-01-25,returned
295,802,2024-11-19,returned
296,1078,2025-02-15,completed
297,2739,2025-03-13,completed
298,576,2025-04-13,completed
299,1775,2024-06-29,returned
300,2025,2024-06-30,returned
301,1316,2024-07-29,cancelled
302,419,2024-08-30,returned
303,2537,2024-10-25,returned
304,959,2024-08-09,completed
305,1056,2024-08-14,returned
306,1754,2024-06-29,cancelled
307,879,2024-11-15,returned
308,31,2024-11-16,returned
309,885,2024-09-09,cancelled
310,622,2025-02-23,completed
311,512,2025-03-20,completed
312,88,2024-12-22,cancelled
313,2528,2024-09-29,completed
314,407,2024-10-26,returned
315,818,2024-12-06,cancelled
316,961,2024-11-09,returned
317,1046,2025-01-09,returned
318,757,2025-02-20,completed
319,733,2025-03-30,cancelled
320,697,2025-02-19,cancelled
321,3054,2024-06-27,returned
322,550,2024-06-19,completed
323,1570,2025-04-20,cancelled
324,2341,2025-02-19,cancelled
325,622,2024-06-25,cancelled
326,2214,2024-12-26,cancelled
327,2367,2024-11-06,returned
328,820,2024-08-24,returned
329,3462,2025-04-11,returned
330,3423,2025-01-31,completed
331,801,2024-06-30,returned
332,1036,2024-06-12,cancelled
333,1259,2024-08-28,cancelled
334,1412,2025-02-14,returned
335,2472,2024-08-17,returned
336,1448,2025-02-26,cancelled
337,2364,2024-09-29,cancelled
338,3425,2025-02-14,cancelled
339,1682,2024-11-25,completed
340,3157,2024-09-09,cancelled
341,2176,2025-03-22,cancelled
342,83,2025-01-30,cancelled
343,2416,2024-05-19,cancelled
344,2772,2024-12-07,returned
345,2346,2024-07-10,completed
346,2930,2025-02-14,returned
347,2894,2025-04-23,cancelled
348,3445,2024-11-11,completed
349,1969,2025-01-26,completed
350,2107,2024-10-08,returned
351,1279,2024-05-17,returned
352,533,2024-06-03,completed
353,1732,2024-06-29,cancelled
354,1615,2024-11-24,cancelled
355,2466,2024-11-17,completed
356,2876,2024-05-01,cancelled
357,2490,2025-04-19,completed
358,1366,2024-08-05,completed
359,3345,2025-03-10,completed
360,2363,2024-08-07,completed
361,1706,2024-10-09,completed
362,2029,2025-04-19,completed
363,595,2024-09-09,completed
364,2340,2025-01-12,returned
365,396,2024-06-06,completed
366,774,2024-08-15,cancelled
367,1739,2024-05-24,returned
368,1522,2025-02-05,cancelled
369,3207,2024-12-09,cancelled
370,2787,2024-11-28,returned
371,1217,2024-12-13,returned
372,1429,2024-06-26,cancelled
373,336,2024-08-27,cancelled
374,2749,2024-10-19,completed
375,1816,2025-03-27,returned
376,3071,2024-06-01,returned
377,265,2024-09-17,cancelled
378,3152,2024-10-09,completed
379,3395,2024-11-05,cancelled
380,753,2024-07-10,returned
381,2450,2024-06-30,completed
382,490,2025-03-15,cancelled
383,2593,2024-10-16,cancelled
384,585,2024-08-09,returned
385,611,2025-01-31,completed
386,1087,2024-09-22,returned
387,904,2024-10-22,cancelled
388,3259,2024-11-05,cancelled
389,3267,2025-03-01,cancelled
390,1101,2024-12-19,cancelled
391,1355,2024-07-07,completed
392,694,2024-12-19,completed
393,1897,2024-10-31,completed
394,840,2025-04-11,cancelled
395,619,2024-06-13,returned
396,1256,2024-12-12,returned
397,219,2024-05-14,cancelled
398,282,2024-11-06,completed
399,1634,2024-08-02,returned
400,1290,2024-06-23,completed
401,1169,2025-04-17,completed
402,1371,2025-02-07,completed
403,1409,2024-05-03,returned
404,305,2024-05-05,completed
405,3389,2025-04-19,completed
406,2454,2024-11-25,returned
407,434,2024-06-22,cancelled
408,845,2024-05-17,cancelled
409,1325,2025-02-16,completed
410,2237,2025-04-16,completed
411,803,2024-12-02,returned
412,150,2025-02-19,returned
413,2826,2025-04-06,returned
414,1847,2025-01-23,cancelled
415,949,2024-07-25,completed
416,2896,2024-06-24,completed
417,3450,2024-07-12,cancelled
418,737,2024-10-23,completed
419,1741,2024-08-07,completed
420,1981,2024-08-12,completed
421,3393,2025-03-27,completed
422,558,2024-06-20,completed
423,54,2024-07-30,completed
424,3184,2024-12-03,completed
425,1724,2025-02-07,cancelled
426,1264,2025-04-15,completed
427,2731,2025-01-30,returned
428,95,2024-06-02,completed
429,3290,2024-07-17,cancelled
430,614,2024-05-23,returned
431,116,2024-11-23,returned
432,1346,2024-07-01,cancelled
433,638,2024-05-11,returned
434,2571,2025-01-28,completed
435,2914,2024-09-30,cancelled
436,2409,2024-05-15,completed
437,1375,2024-10-19,returned
438,2651,2024-05-20,cancelled
439,2901,2024-11-17,returned
440,1304,2025-04-28,cancelled
441,3217,2024-07-30,cancelled
442,2030,2024-08-10,completed
443,2096,2024-09-18,returned
444,1880,2024-10-03,completed
445,904,2024-05-22,cancelled
446,2499,2024-05-03,cancelled
447,881,2024-12-06,cancelled
448,556,2025-01-12,completed
449,701,2025-01-29,cancelled
450,1020,2024-07-07,completed
451,1121,2024-07-09,returned
452,1178,2025-04-02,cancelled
453,650,2024-05-02,completed
454,1896,2025-02-25,cancelled
455,2458,2024-11-07,cancelled
456,648,2025-02-03,completed
457,2405,2024-09-21,completed
458,2087,2024-07-10,cancelled
459,3067,2024-11-11,returned
460,1296,2024-05-05,cancelled
461,1123,2024-08-06,cancelled
462,2047,2024-09-25,completed
463,3222,2024-06-18,completed
464,1286,2024-12-27,returned
465,1478,2025-03-13,completed
466,471,2024-08-06,completed
467,1712,2025-03-18,cancelled
468,1831,2024-07-05,returned
469,1934,2024-10-06,cancelled
470,1253,2024-11-27,completed
471,48,2024-11-13,returned
472,2219,2024-10-17,completed
473,31,2024-10-23,completed
474,1625,2024-06-17,cancelled
475,2694,2024-09-05,completed
476,2603,2025-01-09,completed
477,2502,2024-07-13,returned
478,73,2024-07-18,completed
479,1937,2024-10-23,cancelled
480,1375,2024-10-12,cancelled
481,348,2024-10-05,completed
482,754,2025-02-19,completed
483,116,2025-04-07,completed
484,1435,2024-11-04,completed
485,1138,2024-10-20,completed
486,1285,2024-05-02,cancelled
487,1075,2025-04-08,completed
488,45,2024-11-06,returned
489,415,2024-11-30,cancelled
490,2235,2025-04-23,completed
491,353,2025-01-23,cancelled
492,907,2024-07-19,cancelled
493,176,2024-08-12,completed
494,3199,2025-04-11,cancelled
495,493,2025-03-13,cancelled
496,276,2024-10-01,cancelled
497,1889,2025-03-25,returned
498,1196,2024-08-30,cancelled
499,1968,2024-08-23,completed
500,323,2025-01-01,returned
501,2983,2024-07-03,cancelled
502,288,2024-12-01,completed
503,3060,2024-07-25,cancelled
504,964,2025-01-17,completed
505,716,2025-01-26,cancelled
506,2572,2024-05-11,completed
507,727,2024-11-30,returned
508,1754,2025-01-12,completed
509,986,2025-01-06,completed
510,2359,2024-05-14,returned
511,2585,2025-01-22,completed
512,2389,2025-04-15,cancelled
513,2299,2024-09-04,cancelled
514,1371,2024-10-13,cancelled
515,1519,2024-08-22,completed
516,529,2024-05-11,completed
517,270,2025-03-12,returned
518,681,2025-05-01,cancelled
519,3386,2024-07-18,returned
520,465,2025-03-22,returned
521,2569,2024-08-14,returned
522,2465,2024-05-16,returned
523,54,2024-12-08,returned
524,3033,2025-04-10,completed
525,1709,2025-03-06,returned
526,1598,2025-03-10,returned
527,2627,2024-12-18,returned
528,2441,2024-11-19,returned
529,2417,2024-06-04,completed
530,3192,2024-10-05,cancelled
531,265,2025-01-10,cancelled
532,2643,2024-09-28,returned
533,824,2024-10-04,returned
534,1790,2025-01-21,returned
535,1184,2024-10-27,returned
536,486,2025-04-18,cancelled
537,350,2024-07-06,returned
538,1599,2024-10-23,returned
539,774,2024-06-17,cancelled
540,3089,2024-12-28,returned
541,1578,2024-08-20,completed
542,1664,2025-01-24,returned
543,2352,2024-06-02,cancelled
544,1067,2024-07-17,cancelled
545,307,2024-12-03,returned
546,1844,2025-01-31,returned
547,2154,2025-01-21,completed
548,1352,2024-11-28,completed
549,151,2025-03-14,completed
550,2799,2025-02-28,completed
551,2606,2025-04-08,completed
552,3208,2024-10-31,returned
553,2680,2025-02-19,cancelled
554,1128,2025-02-18,cancelled
555,3465,2024-10-21,returned
556,2384,2024-08-19,completed
557,84,2024-07-06,returned
558,1634,2025-04-09,returned
559,3212,2025-01-25,completed
560,1770,2025-02-22,cancelled
561,405,2024-10-04,returned
562,2611,2025-03-29,cancelled
563,994,2024-06-13,completed
564,1910,2025-01-02,completed
565,2013,2025-04-20,returned
566,2475,2024-12-10,cancelled
567,1976,2024-07-18,cancelled
568,494,2024-05-11,returned
569,1824,2025-01-20,returned
570,148,2024-11-25,cancelled
571,2785,2024-10-10,completed
572,3401,2024-07-09,returned
573,1792,2024-10-15,completed
574,1493,2024-09-19,completed
575,2504,2024-10-27,completed
576,662,2025-01-07,returned
577,157,2025-01-26,returned
578,3190,2024-09-23,returned
579,2931,2024-08-13,returned
580,1429,2024-05-22,returned
581,986,2024-05-10,cancelled
582,2946,2025-02-05,completed
583,2281,2025-03-17,cancelled
584,3059,2025-03-25,returned
585,468,2025-01-10,cancelled
586,3456,2024-08-04,cancelled
587,2241,2025-04-13,completed
588,2402,2025-04-11,returned
589,2567,2024-06-11,cancelled
590,2190,2024-07-17,returned
591,647,2024-09-21,cancelled
592,3145,2025-01-17,cancelled
593,1677,2024-07-30,returned
594,901,2024-09-23,completed
595,2274,2025-01-20,returned
596,878,2025-04-07,returned
597,1787,2024-07-15,cancelled
598,1234,2024-05-19,cancelled
599,1771,2025-04-25,completed
600,2917,2024-12-24,cancelled
601,1873,2025-02-05,completed
602,2526,2025-02-11,completed
603,148,2024-05-05,completed
604,484,2025-03-14,returned
605,205,2025-01-11,completed
606,1133,2024-11-14,cancelled
607,409,2024-06-12,completed
608,2289,2024-12-03,completed
609,3252,2025-03-29,returned
610,3338,2024-09-10,completed
611,226,2024-11-06,returned
612,1401,2024-09-21,cancelled
613,351,2024-12-11,completed
614,1671,2024-10-25,returned
615,1908,2024-11-04,returned
616,889,2024-09-02,returned
617,638,2025-01-22,cancelled
618,1789,2024-06-27,cancelled
619,3090,2024-08-13,returned
620,2435,2024-10-22,returned
621,2926,2024-10-12,cancelled
622,3015,2024-06-26,returned
623,3294,2025-01-14,returned
624,1055,2025-04-04,returned
625,1886,2025-04-12,completed
626,2136,2025-02-12,returned
627,2686,2024-06-07,completed
628,3187,2024-09-18,completed
629,698,2025-04-12,completed
630,2995,2024-06-16,returned
631,2823,2025-04-13,completed
632,587,2024-07-17,returned
633,3041,2024-08-03,completed
634,2284,2024-05-14,cancelled
635,2084,2024-11-12,completed
636,290,2024-08-04,returned
637,2818,2024-09-21,cancelled
638,2919,2024-08-12,returned
639,249,2024-07-03,completed
640,579,2024-12-06,cancelled
641,1558,2024-11-11,returned
642,981,2024-10-02,returned
643,1658,2024-08-21,completed
644,689,2024-06-19,returned
645,905,2024-11-01,completed
646,732,2025-03-14,returned
647,641,2024-10-12,completed
648,936,2024-10-11,cancelled
649,515,2024-06-28,cancelled
650,3023,2024-06-01,completed
651,1737,2025-02-02,cancelled
652,3080,2025-01-24,completed
653,2235,2024-07-25,completed
654,1762,2024-09-15,completed
655,674,2024-12-09,completed
656,2239,2025-04-11,returned
657,549,2024-11-14,returned
658,3419,2024-05-27,returned
659,2792,2024-06-15,cancelled
660,1511,2025-03-23,returned
661,333,2024-10-08,returned
662,1056,2024-06-25,returned
663,689,2025-02-16,cancelled
664,1225,2024-11-16,cancelled
665,190,2024-07-26,cancelled
666,699,2025-02-26,cancelled
667,2060,2024-08-25,cancelled
668,1652,2024-07-22,completed
669,143,2024-11-01,completed
670,1069,2024-10-05,cancelled
671,2646,2024-10-12,cancelled
672,2667,2024-12-02,completed
673,795,2024-08-24,cancelled
674,1203,2025-02-04,returned
675,2481,2024-06-23,cancelled
676,1281,2024-07-28,returned
677,1673,2024-12-04,returned
678,37,2025-03-06,completed
679,2300,2025-03-09,completed
680,2860,2024-09-07,completed
681,445,2025-04-02,cancelled
682,2801,2024-12-17,returned
683,2300,2025-04-14,returned
684,2390,2024-08-20,completed
685,594,2025-02-12,cancelled
686,2888,2024-07-30,completed
687,2961,2024-05-21,completed
688,1695,2025-03-29,cancelled
689,2742,2024-11-16,cancelled
690,2231,2024-11-16,returned
691,2840,2024-05-06,completed
692,2825,2025-01-21,cancelled
693,799,2025-04-04,returned
694,2380,2024-11-25,cancelled
695,2304,2024-08-27,returned
696,1431,2025-01-21,returned
697,947,2025-04-17,completed
698,3104,2024-12-09,returned
699,2390,2024-07-26,returned
700,3180,2024-07-19,cancelled
701,875,2024-11-07,completed
702,708,2024-05-05,cancelled
703,1461,2025-02-15,completed
704,1383,2024-08-24,returned
705,2273,2024-06-21,completed
706,2748,2024-07-17,cancelled
707,1978,2024-08-13,cancelled
708,829,2024-07-05,completed
709,666,2025-04-10,completed
710,1999,2024-12-16,completed
711,1625,2025-02-28,cancelled
712,2579,2024-10-25,cancelled
713,1438,2024-05-30,cancelled
714,1823,2024-08-28,completed
715,1553,2024-08-16,cancelled
716,1484,2025-03-25,cancelled
717,3038,2024-07-24,cancelled
718,1882,2024-12-01,cancelled
719,1240,2024-05-05,returned
720,1928,2025-04-22,returned
721,1502,2024-11-04,returned
722,2053,2024-11-21,returned
723,63,2024-05-12,returned
724,3086,2025-02-22,completed
725,1942,2024-12-01,returned
726,252,2024-11-29,completed
727,3410,2024-05-28,returned
728,33,2024-12-20,cancelled
729,768,2024-12-09,cancelled
730,233,2025-03-06,completed
731,1227,2024-07-10,completed
732,1656,2024-10-08,completed
733,1504,2024-05-25,returned
734,1105,2024-10-28,cancelled
735,2890,2025-04-21,cancelled
736,2633,2024-10-04,cancelled
737,1391,2025-01-30,cancelled
738,1260,2024-10-09,returned
739,2581,2024-09-19,cancelled
740,2676,2024-05-27,cancelled
741,317,2025-02-05,completed
742,409,2025-02-08,returned
743,329,2024-09-03,cancelled
744,1771,2024-05-26,returned
745,1873,2024-12-30,cancelled
746,1262,2025-01-05,completed
747,1896,2024-09-19,completed
748,3374,2024-11-07,returned
749,640,2024-05-26,returned
750,836,2024-10-06,returned
751,602,2024-06-14,returned
752,1961,2024-07-09,returned
753,3140,2025-01-07,cancelled
754,3465,2024-06-02,returned
755,2142,2024-08-11,completed
756,682,2024-08-07,returned
757,1103,2025-03-29,cancelled
758,2326,2024-09-13,returned
759,1046,2024-09-15,cancelled
760,1102,2024-08-03,completed
761,2054,2024-05-03,completed
762,3416,2024-11-01,returned
763,1485,2024-05-08,completed
764,546,2024-05-24,cancelled
765,2487,2024-07-11,cancelled
766,2632,2024-10-08,returned
767,1714,2024-05-11,cancelled
768,557,2024-12-01,completed
769,3138,2025-02-28,cancelled
770,816,2024-11-11,cancelled
771,3048,2025-03-22,returned
772,1332,2024-11-16,cancelled
773,3049,2025-02-21,completed
774,1194,2024-05-13,returned
775,2129,2024-06-06,completed
776,3282,2024-08-24,cancelled
777,1715,2024-08-05,cancelled
778,432,2025-01-29,cancelled
779,1542,2025-04-02,returned
780,468,2024-08-14,cancelled
781,899,2024-12-14,completed
782,2180,2024-09-01,cancelled
783,1716,2024-11-29,completed
784,2008,2024-10-20,returned
785,3117,2024-08-24,returned
786,302,2024-05-23,completed
787,2303,2025-03-09,returned
788,1340,2025-04-12,completed
789,1273,2024-10-24,completed
790,350,2024-08-16,cancelled
791,1229,2024-05-28,cancelled
792,3235,2024-06-17,cancelled
793,363,2025-04-27,completed
794,2629,2025-04-02,completed
795,772,2025-02-17,returned
796,1158,2025-03-13,completed
797,1706,2024-10-17,returned
798,1152,2024-07-21,returned
799,2219,2024-07-08,cancelled
800,2981,2025-02-16,cancelled
801,219,2024-07-24,returned
802,1614,2024-07-13,completed
803,1667,2025-01-01,cancelled
804,2198,2024-10-13,completed
805,844,2024-10-17,returned
806,1876,2025-02-21,completed
807,2677,2025-02-05,cancelled
808,192,2024-05-06,completed
809,1777,2024-09-11,completed
810,764,2025-03-29,returned
811,3166,2025-03-16,returned
812,452,2024-07-07,completed
813,121,2025-02-13,completed
814,3144,2025-01-18,returned
815,1355,2024-05-20,completed
816,2905,2024-12-01,returned
817,113,2024-07-11,returned
818,1835,2024-12-07,returned
819,1242,2024-08-07,returned
820,742,2024-07-05,returned
821,1928,2024-11-26,cancelled
822,3062,2024-10-08,returned
823,2134,2025-01-15,returned
824,2802,2025-01-29,cancelled
825,2357,2025-02-14,completed
826,248,2024-10-02,completed
827,174,2025-02-08,returned
828,2969,2025-04-06,completed
829,1414,2024-09-09,returned
830,2463,2025-01-10,returned
831,1051,2024-06-29,returned
832,1139,2024-06-21,completed
833,204,2024-07-11,returned
834,2197,2025-02-01,completed
835,3046,2025-04-09,completed
836,3205,2025-02-13,returned
837,3139,2025-02-02,returned
838,285,2025-02-14,completed
839,2960,2025-02-21,completed
840,2975,2024-05-21,completed
841,219,2025-01-01,completed
842,2802,2024-05-16,cancelled
843,1861,2024-06-04,returned
844,2716,2025-01-26,returned
845,90,2024-07-04,returned
846,842,2024-07-23,completed
847,2440,2025-01-07,returned
848,2385,2024-10-23,cancelled
849,1005,2024-09-25,returned
850,1358,2024-12-16,cancelled
851,1640,2024-08-03,cancelled
852,1506,2025-04-10,cancelled
853,1681,2025-02-13,cancelled
854,1927,2025-04-30,returned
855,469,2025-01-06,returned
856,1683,2024-09-17,cancelled
857,1539,2025-02-13,returned
858,1151,2024-10-02,returned
859,733,2025-01-31,returned
860,2823,2025-02-03,returned
861,2237,2024-06-24,returned
862,849,2024-09-15,cancelled
863,1303,2025-03-20,cancelled
864,1451,2024-10-04,cancelled
865,2814,2024-09-20,returned
866,2017,2024-12-23,completed
867,3161,2025-03-25,completed
868,2319,2024-06-18,completed
869,2342,2024-09-14,cancelled
870,708,2025-03-10,completed
871,2018,2024-10-03,completed
872,244,2025-03-03,completed
873,2100,2024-10-31,returned
874,2742,2025-03-08,returned
875,2517,2025-03-18,completed
876,1559,2024-06-08,completed
877,231,2024-09-19,completed
878,1266,2024-10-28,returned
879,3314,2025-04-03,completed
880,2200,2025-01-26,cancelled
881,844,2024-12-26,cancelled
882,3061,2024-12-18,completed
883,3122,2024-07-30,returned
884,3094,2024-09-08,returned
885,529,2025-03-10,cancelled
886,60,2025-04-27,completed
887,151,2025-01-12,completed
888,64,2024-11-23,completed
889,3459,2024-12-19,completed
890,1854,2024-06-22,cancelled
891,2960,2024-12-23,completed
892,3118,2024-12-04,completed
893,2680,2024-07-23,completed
894,1570,2025-04-21,returned
895,1276,2025-04-18,completed
896,438,2024-10-06,completed
897,1165,2024-07-16,completed
898,3450,2024-06-01,returned
899,144,2025-02-16,completed
900,1491,2024-12-05,cancelled
901,729,2024-09-17,returned
902,459,2024-09-20,completed
903,2752,2024-10-25,cancelled
904,2706,2024-07-06,cancelled
905,358,2024-07-20,returned
906,384,2025-04-20,cancelled
907,2782,2025-03-17,completed
908,2001,2025-05-01,returned
909,542,2024-12-18,completed
910,2144,2024-06-09,cancelled
911,1758,2025-01-14,cancelled
